name,email,role,job_level,Manager,Start_date,nationality,residence,Gender,business_group,staff_id,username,position,position_level,styles,industries,software,citizenship,date_of_mobility,previous_role,previous_manager,previous_job_level,previous_functional_group
Armando Merritt,armando.merritt@domain.com,Creative,3b,Rogelio Sandoval,02-08-21,Colombia,Colombia,Female,Creative,10024,armando.merritt,ADMIN,3,[],[Branding],[],Colombia,24-09-23,Creative,Rogelio Sandoval,5,Creative
Armando Merritt,armando.merritt@domain.com,Creative,3b,Rogelio Sandoval,02-08-21,Colombia,Colombia,Female,Creative,10024,armando.merritt,ADMIN,3,[],[Branding],[],Colombia,06-06-24,Creative,Rogelio Sandoval,3a,Creative
Kaisley Kelley,kaisley.kelley@domain.com,Producer,3a,Piper Zimmerman,04-09-23,Colombia,Colombia,Female,Business Function,10025,kaisley.kelley,SPECIALIST,1,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",Colombia,24-09-23,Producer (Video Production),Judah Sandoval,3,Business Function
Kaisley Kelley,kaisley.kelley@domain.com,Producer,3a,Piper Zimmerman,04-09-23,Colombia,Colombia,Female,Business Function,10025,kaisley.kelley,SPECIALIST,1,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",Colombia,24-01-24,Producer,Judah Sandoval,3a,Business Function
Kaisley Kelley,kaisley.kelley@domain.com,Producer,3a,Piper Zimmerman,04-09-23,Colombia,Colombia,Female,Business Function,10025,kaisley.kelley,SPECIALIST,1,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",Colombia,27-03-24,Producer,Judah Sandoval,3a,Business Function
Kaisley Kelley,kaisley.kelley@domain.com,Producer,3a,Piper Zimmerman,04-09-23,Colombia,Colombia,Female,Business Function,10025,kaisley.kelley,SPECIALIST,1,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",Colombia,08-08-24,Producer,Judah Sandoval,3a,Business Function
Eric Leon,eric.leon@domain.com,"Operations Excellence Specialist, Insights",1b,Titus Baxter,07-11-22,Honduras,Honduras,Female,Business Function,10026,eric.leon,PROJECTMANAGER,5,"[Minimalistic, Corporate, Modern]",,[PowerPoint],Honduras,21-12-22,Operations Insights Specialist,Abby Middleton,,Business Function
Eric Leon,eric.leon@domain.com,"Operations Excellence Specialist, Insights",1b,Titus Baxter,07-11-22,Honduras,Honduras,Female,Business Function,10026,eric.leon,PROJECTMANAGER,5,"[Minimalistic, Corporate, Modern]",,[PowerPoint],Honduras,22-02-23,Operations Insights Specialist,Abby Middleton,,Business Function
Eric Leon,eric.leon@domain.com,"Operations Excellence Specialist, Insights",1b,Titus Baxter,07-11-22,Honduras,Honduras,Female,Business Function,10026,eric.leon,PROJECTMANAGER,5,"[Minimalistic, Corporate, Modern]",,[PowerPoint],Honduras,01-03-23,"Operations Excellence Specialist, Insights",Abby Middleton,,Business Function
Eric Leon,eric.leon@domain.com,"Operations Excellence Specialist, Insights",1b,Titus Baxter,07-11-22,Honduras,Honduras,Female,Business Function,10026,eric.leon,PROJECTMANAGER,5,"[Minimalistic, Corporate, Modern]",,[PowerPoint],Honduras,28-03-23,"Operations Excellence Specialist, Insights",Abby Middleton,,Business Function
Eric Leon,eric.leon@domain.com,"Operations Excellence Specialist, Insights",1b,Titus Baxter,07-11-22,Honduras,Honduras,Female,Business Function,10026,eric.leon,PROJECTMANAGER,5,"[Minimalistic, Corporate, Modern]",,[PowerPoint],Honduras,28-04-23,"Operations Excellence Specialist, Insights",,,Business Function
Eric Leon,eric.leon@domain.com,"Operations Excellence Specialist, Insights",1b,Titus Baxter,07-11-22,Honduras,Honduras,Female,Business Function,10026,eric.leon,PROJECTMANAGER,5,"[Minimalistic, Corporate, Modern]",,[PowerPoint],Honduras,05-09-23,"Operations Excellence Specialist, Insights",Luca Ware,,Business Function
Eric Leon,eric.leon@domain.com,"Operations Excellence Specialist, Insights",1b,Titus Baxter,07-11-22,Honduras,Honduras,Female,Business Function,10026,eric.leon,PROJECTMANAGER,5,"[Minimalistic, Corporate, Modern]",,[PowerPoint],Honduras,24-09-23,"Operations Excellence Specialist, Insights",Titus Baxter,,Business Function
Eric Leon,eric.leon@domain.com,"Operations Excellence Specialist, Insights",1b,Titus Baxter,07-11-22,Honduras,Honduras,Female,Business Function,10026,eric.leon,PROJECTMANAGER,5,"[Minimalistic, Corporate, Modern]",,[PowerPoint],Honduras,13-10-23,"Operations Excellence Specialist, Insights",Titus Baxter,1b,Business Function
Eric Leon,eric.leon@domain.com,"Operations Excellence Specialist, Insights",1b,Titus Baxter,07-11-22,Honduras,Honduras,Female,Business Function,10026,eric.leon,PROJECTMANAGER,5,"[Minimalistic, Corporate, Modern]",,[PowerPoint],Honduras,17-06-24,"Operations Excellence Specialist, Insights",Titus Baxter,1b,Business Function
Amora Golden,amora.golden@domain.com,Creative,3a,Melody Dixon,02-08-21,El Salvador,Germany,Female,Creative,10027,amora.golden,,,[Corporate],,"[Illustrator, Photoshop]",El Salvador,16-01-23,Creative,Rogelio Sandoval,4,Creative
Amora Golden,amora.golden@domain.com,Creative,3a,Melody Dixon,02-08-21,El Salvador,Germany,Female,Creative,10027,amora.golden,,,[Corporate],,"[Illustrator, Photoshop]",El Salvador,01-02-23,Creative,Melody Dixon,4,Creative
Amora Golden,amora.golden@domain.com,Creative,3a,Melody Dixon,02-08-21,El Salvador,Germany,Female,Creative,10027,amora.golden,,,[Corporate],,"[Illustrator, Photoshop]",El Salvador,02-05-23,Creative,Melody Dixon,4,Creative
Amora Golden,amora.golden@domain.com,Creative,3a,Melody Dixon,02-08-21,El Salvador,Germany,Female,Creative,10027,amora.golden,,,[Corporate],,"[Illustrator, Photoshop]",El Salvador,05-06-23,Creative,Melody Dixon,4,Creative
Amora Golden,amora.golden@domain.com,Creative,3a,Melody Dixon,02-08-21,El Salvador,Germany,Female,Creative,10027,amora.golden,,,[Corporate],,"[Illustrator, Photoshop]",El Salvador,24-09-23,Creative,Melody Dixon,4,Creative
Amora Golden,amora.golden@domain.com,Creative,3a,Melody Dixon,02-08-21,El Salvador,Germany,Female,Creative,10027,amora.golden,,,[Corporate],,"[Illustrator, Photoshop]",El Salvador,06-06-24,Creative,Melody Dixon,2b,Creative
Amias Huffman,amias.huffman@domain.com,Creative,2b,Blake Glover,04-07-22,El Salvador,El Salvador,Female,Creative,10028,amias.huffman,,,"[Minimalistic, Corporate, Modern]",[Film],[PowerPoint],El Salvador,01-02-23,Creative,,3,Creative
Amias Huffman,amias.huffman@domain.com,Creative,2b,Blake Glover,04-07-22,El Salvador,El Salvador,Female,Creative,10028,amias.huffman,,,"[Minimalistic, Corporate, Modern]",[Film],[PowerPoint],El Salvador,02-05-23,Creative,,3,Creative
Amias Huffman,amias.huffman@domain.com,Creative,2b,Blake Glover,04-07-22,El Salvador,El Salvador,Female,Creative,10028,amias.huffman,,,"[Minimalistic, Corporate, Modern]",[Film],[PowerPoint],El Salvador,05-06-23,Creative,,3,Creative
Amias Huffman,amias.huffman@domain.com,Creative,2b,Blake Glover,04-07-22,El Salvador,El Salvador,Female,Creative,10028,amias.huffman,,,"[Minimalistic, Corporate, Modern]",[Film],[PowerPoint],El Salvador,21-07-23,Creative,,3,Creative
Amias Huffman,amias.huffman@domain.com,Creative,2b,Blake Glover,04-07-22,El Salvador,El Salvador,Female,Creative,10028,amias.huffman,,,"[Minimalistic, Corporate, Modern]",[Film],[PowerPoint],El Salvador,24-09-23,Creative,Blake Glover,3,Creative
Amias Huffman,amias.huffman@domain.com,Creative,2b,Blake Glover,04-07-22,El Salvador,El Salvador,Female,Creative,10028,amias.huffman,,,"[Minimalistic, Corporate, Modern]",[Film],[PowerPoint],El Salvador,03-06-24,Creative,Blake Glover,2a,Creative
Hayley Clark,hayley.clark@domain.com,Lead Talent Acquisition Partner,3a,Hannah Nelson,22-02-21,Poland,Poland,Female,Business Function,10029,hayley.clark,,,[Other],[Branding],[PowerPoint],Poland,18-02-22,Talent Acquisition Consultant,,,Business Function
Hayley Clark,hayley.clark@domain.com,Lead Talent Acquisition Partner,3a,Hannah Nelson,22-02-21,Poland,Poland,Female,Business Function,10029,hayley.clark,,,[Other],[Branding],[PowerPoint],Poland,08-03-22,Talent Acquisition Consultant,Baylor McBride,,Business Function
Hayley Clark,hayley.clark@domain.com,Lead Talent Acquisition Partner,3a,Hannah Nelson,22-02-21,Poland,Poland,Female,Business Function,10029,hayley.clark,,,[Other],[Branding],[PowerPoint],Poland,09-06-22,Talent Acquisition Consultant,Baylor McBride,,Business Function
Hayley Clark,hayley.clark@domain.com,Lead Talent Acquisition Partner,3a,Hannah Nelson,22-02-21,Poland,Poland,Female,Business Function,10029,hayley.clark,,,[Other],[Branding],[PowerPoint],Poland,13-04-23,Senior Talent Acquisition Partner (Lead),,4,Business Function
Hayley Clark,hayley.clark@domain.com,Lead Talent Acquisition Partner,3a,Hannah Nelson,22-02-21,Poland,Poland,Female,Business Function,10029,hayley.clark,,,[Other],[Branding],[PowerPoint],Poland,24-09-23,Senior Talent Acquisition Partner (Lead),Hannah Nelson,4,Business Function
Hayley Clark,hayley.clark@domain.com,Lead Talent Acquisition Partner,3a,Hannah Nelson,22-02-21,Poland,Poland,Female,Business Function,10029,hayley.clark,,,[Other],[Branding],[PowerPoint],Poland,24-04-24,Lead Talent Acquisition Partner,Hannah Nelson,3a,Business Function
Hayley Clark,hayley.clark@domain.com,Lead Talent Acquisition Partner,3a,Hannah Nelson,22-02-21,Poland,Poland,Female,Business Function,10029,hayley.clark,,,[Other],[Branding],[PowerPoint],Poland,26-04-24,Lead Talent Acquisition Partner,Hannah Nelson,3a,Business Function
John Pacheco,john.pacheco@domain.com,Director of Product Design,6a,Gwendolyn Peck,01-11-22,Brazil,Brazil,Female,Business Function,10030,john.pacheco,CORE,4,,[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,02-01-23,Director of Product Design,,8,Business Function
John Pacheco,john.pacheco@domain.com,Director of Product Design,6a,Gwendolyn Peck,01-11-22,Brazil,Brazil,Female,Business Function,10030,john.pacheco,CORE,4,,[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,20-04-23,Director of Product Design,Ian Chapman,8,Business Function
John Pacheco,john.pacheco@domain.com,Director of Product Design,6a,Gwendolyn Peck,01-11-22,Brazil,Brazil,Female,Business Function,10030,john.pacheco,CORE,4,,[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,24-09-23,Director of Product Design,Gwendolyn Peck,8,Business Function
Paris Madden,paris.madden@domain.com,Lead Product Designer,4a IC,John Pacheco,01-08-22,"Italy, Australia",Netherlands,Female,Business Function,10031,paris.madden,SPECIALIST,1,"[Minimalistic, Corporate, Modern]",,[Other],"Italy, Australia",01-09-22,Senior Product Designer,Ellianna Greer,3,Business Function
Paris Madden,paris.madden@domain.com,Lead Product Designer,4a IC,John Pacheco,01-08-22,"Italy, Australia",Netherlands,Female,Business Function,10031,paris.madden,SPECIALIST,1,"[Minimalistic, Corporate, Modern]",,[Other],"Italy, Australia",22-12-22,Product Designer,Ellianna Greer,3,Business Function
Paris Madden,paris.madden@domain.com,Lead Product Designer,4a IC,John Pacheco,01-08-22,"Italy, Australia",Netherlands,Female,Business Function,10031,paris.madden,SPECIALIST,1,"[Minimalistic, Corporate, Modern]",,[Other],"Italy, Australia",02-01-23,Product Designer,Ellianna Greer,3,Business Function
Paris Madden,paris.madden@domain.com,Lead Product Designer,4a IC,John Pacheco,01-08-22,"Italy, Australia",Netherlands,Female,Business Function,10031,paris.madden,SPECIALIST,1,"[Minimalistic, Corporate, Modern]",,[Other],"Italy, Australia",03-01-23,Product Designer,Ellianna Greer,3,Business Function
Paris Madden,paris.madden@domain.com,Lead Product Designer,4a IC,John Pacheco,01-08-22,"Italy, Australia",Netherlands,Female,Business Function,10031,paris.madden,SPECIALIST,1,"[Minimalistic, Corporate, Modern]",,[Other],"Italy, Australia",27-03-23,Product Designer,John Pacheco,3,Business Function
Paris Madden,paris.madden@domain.com,Lead Product Designer,4a IC,John Pacheco,01-08-22,"Italy, Australia",Netherlands,Female,Business Function,10031,paris.madden,SPECIALIST,1,"[Minimalistic, Corporate, Modern]",,[Other],"Italy, Australia",10-05-23,#REF!,,3,Business Function
Paris Madden,paris.madden@domain.com,Lead Product Designer,4a IC,John Pacheco,01-08-22,"Italy, Australia",Netherlands,Female,Business Function,10031,paris.madden,SPECIALIST,1,"[Minimalistic, Corporate, Modern]",,[Other],"Italy, Australia",24-09-23,Senior Product Designer,John Pacheco,3,Business Function
Paris Madden,paris.madden@domain.com,Lead Product Designer,4a IC,John Pacheco,01-08-22,"Italy, Australia",Netherlands,Female,Business Function,10031,paris.madden,SPECIALIST,1,"[Minimalistic, Corporate, Modern]",,[Other],"Italy, Australia",03-06-24,Senior Product Designer,John Pacheco,3b,Business Function
Everest Ray,everest.ray@domain.com,Creative Team Lead,4a Manager,Murphy Costa,06-11-23,Brazil,Brazil,Male,Creative,10032,everest.ray,PROJECTMANAGER,5,[Original],[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,08-04-24,Creative Team Lead,Tinsley Franco,4a Manager,Business Function
Everest Ray,everest.ray@domain.com,Creative Team Lead,4a Manager,Murphy Costa,06-11-23,Brazil,Brazil,Male,Creative,10032,everest.ray,PROJECTMANAGER,5,[Original],[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,15-08-24,Creative Team Lead,Murphy Costa,4a Manager,Business Function
Ruth York,ruth.york@domain.com,Creative Project Manager,1a,Mack Townsend,06-11-23,Mexico,Mexico,Female,CPM,10033,ruth.york,ADMIN,5,,,[PowerPoint],Mexico,22-02-24,Creative Project Manager,,1a,CPM
Leandro Hayden,leandro.hayden@domain.com,Creative Lead,4a IC,Sawyer Christensen,06-06-22,South Africa,South Africa,Male,Creative,10034,leandro.hayden,SPECIALIST,2,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",South Africa,01-02-23,Creative,,6,Creative
Leandro Hayden,leandro.hayden@domain.com,Creative Lead,4a IC,Sawyer Christensen,06-06-22,South Africa,South Africa,Male,Creative,10034,leandro.hayden,SPECIALIST,2,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",South Africa,05-06-23,Creative,,6,Creative
Leandro Hayden,leandro.hayden@domain.com,Creative Lead,4a IC,Sawyer Christensen,06-06-22,South Africa,South Africa,Male,Creative,10034,leandro.hayden,SPECIALIST,2,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",South Africa,24-09-23,Creative,,6,Creative
Leandro Hayden,leandro.hayden@domain.com,Creative Lead,4a IC,Sawyer Christensen,06-06-22,South Africa,South Africa,Male,Creative,10034,leandro.hayden,SPECIALIST,2,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",South Africa,25-09-23,Creative,,3b,Creative
Leandro Hayden,leandro.hayden@domain.com,Creative Lead,4a IC,Sawyer Christensen,06-06-22,South Africa,South Africa,Male,Creative,10034,leandro.hayden,SPECIALIST,2,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",South Africa,09-01-24,Creative Lead,,4a IC,Creative
Avayah Orr,avayah.orr@domain.com,Creative,2a,Harris Sawyer,10-01-22,South Africa,South Africa,Female,Creative,10035,avayah.orr,DESIGN_DIRECTOR,1,[Original],"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,01-02-23,Creative,Malayah Morrow,2,Creative
Avayah Orr,avayah.orr@domain.com,Creative,2a,Harris Sawyer,10-01-22,South Africa,South Africa,Female,Creative,10035,avayah.orr,DESIGN_DIRECTOR,1,[Original],"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,05-06-23,Creative,Malayah Morrow,2,Creative
Avayah Orr,avayah.orr@domain.com,Creative,2a,Harris Sawyer,10-01-22,South Africa,South Africa,Female,Creative,10035,avayah.orr,DESIGN_DIRECTOR,1,[Original],"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,24-09-23,Creative,Malayah Morrow,2,Creative
Avayah Orr,avayah.orr@domain.com,Creative,2a,Harris Sawyer,10-01-22,South Africa,South Africa,Female,Creative,10035,avayah.orr,DESIGN_DIRECTOR,1,[Original],"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,01-02-24,Creative,Malayah Morrow,1b,Creative
Avayah Orr,avayah.orr@domain.com,Creative,2a,Harris Sawyer,10-01-22,South Africa,South Africa,Female,Creative,10035,avayah.orr,DESIGN_DIRECTOR,1,[Original],"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,06-06-24,Creative,Harris Sawyer,1b,Creative
Benicio Parsons,benicio.parsons@domain.com,Creative,2b,Elise McCarty,08-01-24,Brazil,Brazil,Male,Business Function,10036,benicio.parsons,SPECIALIST,3,,"[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,12-02-24,Creative,Gideon Murphy,2b,Business Function
Benicio Parsons,benicio.parsons@domain.com,Creative,2b,Elise McCarty,08-01-24,Brazil,Brazil,Male,Business Function,10036,benicio.parsons,SPECIALIST,3,,"[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,27-03-24,Creative,Elise McCarty,2b,Business Function
Benicio Parsons,benicio.parsons@domain.com,Creative,2b,Elise McCarty,08-01-24,Brazil,Brazil,Male,Business Function,10036,benicio.parsons,SPECIALIST,3,,"[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,30-04-24,Creative,Elise McCarty,2b,Business Function
Maia Novak,maia.novak@domain.com,CPM Team Lead,4b Manager,Esme Jacobs,09-11-20,"Uruguay, Argentina",Argentina,Female,CPM,10037,maia.novak,CORE,2,[Other],[Film],[],"Uruguay, Argentina",25-11-22,CPM Team Leader,,4,CPM
Maia Novak,maia.novak@domain.com,CPM Team Lead,4b Manager,Esme Jacobs,09-11-20,"Uruguay, Argentina",Argentina,Female,CPM,10037,maia.novak,CORE,2,[Other],[Film],[],"Uruguay, Argentina",17-03-23,CPM Team Leader,Esme Jacobs,4,CPM
Maia Novak,maia.novak@domain.com,CPM Team Lead,4b Manager,Esme Jacobs,09-11-20,"Uruguay, Argentina",Argentina,Female,CPM,10037,maia.novak,CORE,2,[Other],[Film],[],"Uruguay, Argentina",22-03-23,CPM Team Leader,Esme Jacobs,4,CPM
Maia Novak,maia.novak@domain.com,CPM Team Lead,4b Manager,Esme Jacobs,09-11-20,"Uruguay, Argentina",Argentina,Female,CPM,10037,maia.novak,CORE,2,[Other],[Film],[],"Uruguay, Argentina",05-06-23,CPM Team Leader,Esme Jacobs,5,CPM
Maia Novak,maia.novak@domain.com,CPM Team Lead,4b Manager,Esme Jacobs,09-11-20,"Uruguay, Argentina",Argentina,Female,CPM,10037,maia.novak,CORE,2,[Other],[Film],[],"Uruguay, Argentina",24-09-23,CPM Team Leader,Esme Jacobs,5,CPM
Maia Novak,maia.novak@domain.com,CPM Team Lead,4b Manager,Esme Jacobs,09-11-20,"Uruguay, Argentina",Argentina,Female,CPM,10037,maia.novak,CORE,2,[Other],[Film],[],"Uruguay, Argentina",28-09-23,CPM Team Leader,Esme Jacobs,5a Manager,CPM
Maia Novak,maia.novak@domain.com,CPM Team Lead,4b Manager,Esme Jacobs,09-11-20,"Uruguay, Argentina",Argentina,Female,CPM,10037,maia.novak,CORE,2,[Other],[Film],[],"Uruguay, Argentina",19-10-23,CPM Team Lead,Esme Jacobs,4a Manager,CPM
Bishop Weiss,bishop.weiss@domain.com,Creative,2a,Sawyer Christensen,08-01-24,Nicaragua,Nicaragua,Female,Creative,10038,bishop.weiss,CORE,4,,"[Finance, Technology, Corporate]",[Other],Nicaragua,12-04-24,Creative,Helena Quinn,2a,Creative
Lennox Lu,lennox.lu@domain.com,Creative,3b,Jaime Higgins,18-07-18,Romania,Germany,Female,Creative,10039,lennox.lu,CORE,2,[Other],,[PowerPoint],Romania,09-11-21,Senior Designer,Galilea McIntyre,4,Creative
Lennox Lu,lennox.lu@domain.com,Creative,3b,Jaime Higgins,18-07-18,Romania,Germany,Female,Creative,10039,lennox.lu,CORE,2,[Other],,[PowerPoint],Romania,08-03-22,Senior Designer,Melany Blair,4,Creative
